source_train_row,example_hash,gold_label_ids,gold_labels,gold_cardinality,rater_count,unclear_count,neutral_votes,max_emotion_votes,same_rater_coselection_count,aggregation_only,derived_labels_match
11528,7f7136537b87f8c0d66ab47af4a7284eb4be43d897c8aedf32d1c5473e79c1c4,4|27,approval|neutral,2,5,0,2,2,0,True,True
11536,7e526e7fc88c0aea40e3e636263780410ff2ff0aa5b275b7048eccccb032541d,10|27,disapproval|neutral,2,5,0,3,2,0,True,True
11538,a41b69f481fcce31e4c59dab4d554f9d51606633834b239fa888faa143efba28,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
11593,c4c02e338ed143893cfb75de9524db9810d63f1e4c2dc1936794f70e2ee98b1c,22|27,realization|neutral,2,5,0,2,2,0,True,True
11608,f93be9af82c7e2a4d4488af3c4e0f8ea96f7ed8be9c2ba5cfcbab33933229cef,22|27,realization|neutral,2,5,0,2,2,0,True,True
11636,dfa942b68595d73f4c933ff7b6d828406a5262ae2cbc26a61c7f842bfe831119,6|27,confusion|neutral,2,5,0,2,2,0,True,True
11640,85ddbf23728d11358d7895ba0c76d29ac9db4fee5e24fb04cd6fd6c5277d00ac,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
11721,4101b8570d606bd1fc82c0b699b86223bf776d4023d591a8c9eae12ba0bed2dd,6|27,confusion|neutral,2,5,0,2,2,0,True,True
11809,308ccc9395b056370d37b681512c3634065add2e3542507c81d7b55957cd91f2,4|27,approval|neutral,2,5,0,2,2,0,True,True
11850,c72f96b911554376213a75a3788d9f5c2566e54b23e3894c3e15188ec9cc9b9c,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
11897,7c5706d181ca96a29277149d7d15d8923be4385e98fc2e2cda45ad209b6ebf03,4|27,approval|neutral,2,5,0,2,2,0,True,True
11905,56f1071afa6f65a9a459d1366402ceb5a595eab4a5cb28cd64a51f32eef7ee04,17|27,joy|neutral,2,5,0,2,2,0,True,True
11954,26b80478f1084fa848b01f7fc603170e7d57d034303a44ae2f733f4bbc4f9860,5|27,caring|neutral,2,5,0,2,2,0,True,True
11995,efc3670274627b07db6a595dee59bad65f08830e0d479f125e72aa94f795891b,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
12011,c305db782eb495f50e77c32e9052d763acf0e58863da2d67ba82552e92cc43cd,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
12013,2a61629a6ee8393b45d7d94c76c3ed4a11a26eefe473daf54a36bb0b8021f679,5|27,caring|neutral,2,5,0,2,2,0,True,True
12034,b381aa793f1146fd8e0ea821e277719a719afadab87c5be3545634e951dbdf8b,4|22|27,approval|realization|neutral,3,5,0,2,2,0,True,True
12077,a75d3677fbebcabcff25951b41bae2857cab3b3c7a6949a27961af418410da7c,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
12079,241dbca5bd4151f41e81c195f1aaaefd3aef72e9b867c1a8ea9ba1ba6d342a22,22|27,realization|neutral,2,5,0,2,2,0,True,True
12110,0d830506754dc4e0cf5a5a3d75322f2be3b94221d11933002a7563b5a35f9ba3,9|27,disappointment|neutral,2,4,0,2,2,0,True,True
12238,aa6ea4573e12b88d5f6e7ed3bc5031d8f34d9635824a538b255840da3a4d393f,24|27,remorse|neutral,2,5,0,2,2,0,True,True
12283,5d983d283761159a5bf4b6f9463b3c1b736ae6962a1cfe620c36961b46f79523,4|27,approval|neutral,2,5,0,2,2,0,True,True
12304,d7587399a5e9c3737626084c64649e1a79d6a8b4facaa74960d7769c204e3eb0,4|27,approval|neutral,2,5,1,2,2,0,True,True
12306,d92a92d09d3cbb83b3967bfdaf8111b67e05e7cd8d4bb6da46f9353dd4be4886,0|24|27,admiration|remorse|neutral,3,5,0,2,2,0,True,True
12312,ea743fa8903d53918293a30e1226b422130cc54474c224b36d75e6af96b0268f,25|27,sadness|neutral,2,5,0,2,2,0,True,True
12322,973560d1ad8b3f7fee5de2c98a821170505108fa70664a6b4f7282a47d3808b6,4|27,approval|neutral,2,5,0,2,2,0,True,True
12366,8e44e0d506a33c92ce28931a7700fa5dd1a4875188c396178454aab6fbcb331f,6|27,confusion|neutral,2,5,0,2,2,0,True,True
12432,4e3c44432d269ca1eb64463002a8814e64a92a17fa321303a947e6cc5c1d4723,1|27,amusement|neutral,2,5,0,2,2,0,True,True
12448,ac910859c36576691c0e834149c855f6c2c4e1f49a44d47ec93d3b4ed563464f,4|27,approval|neutral,2,5,0,3,2,0,True,True
12611,bf6d22c8bd08115ad11e23182fb236c7d8ecf8a51f1eefd3ad97412b0949f6d9,20|27,optimism|neutral,2,5,0,2,2,0,True,True
12666,62300a5525caca656fa30cb3ffb714ffd075b7abb7951414d14612263b7906bc,0|27,admiration|neutral,2,5,0,2,2,0,True,True
12667,d380a4edb8ea3280560143d442e7cc17f44c96b79cd13d231b59c8237891d388,12|27,embarrassment|neutral,2,5,0,2,2,0,True,True
12705,b9fe622988e82f95416ace7e531c6a0e1b2d6f0fe5248c94ba18e9ea16c2d56e,2|27,anger|neutral,2,5,0,2,3,0,True,True
12744,06ac15be716d87f811059f20ff834e0f1e9dada5eaf02ccb1379747ba88be602,6|27,confusion|neutral,2,5,0,2,2,0,True,True
12775,df09ec3e7a0c978f62e24de5a26ed3084b6ded013e9e1dd025a5a89e5f0b3c10,6|27,confusion|neutral,2,5,0,2,2,0,True,True
12806,3eebccf07bec5ebc333348e79494e2a3735ed0df4b006c94c27db203ef6e4778,13|27,excitement|neutral,2,5,0,2,2,0,True,True
12812,43d147a39188d9b3566fd2051639efd5cda284efff7d6c6e02f19dd9c792e1d4,10|27,disapproval|neutral,2,5,0,3,2,0,True,True
12817,64edb3662ce50a72218661d9ca28ddb7313df9226efa9bcb8c8ff67e1d270b46,11|27,disgust|neutral,2,5,0,2,2,0,True,True
12877,56499ff3c6e2278268b810f8ff6b3155b1c585e567d19b74b90ccd4c60563e94,20|27,optimism|neutral,2,4,0,2,2,0,True,True
12903,56f75680c729f5b0929484b30394aefde851a5125b475e16b7c1e0973491398b,22|27,realization|neutral,2,5,0,2,2,0,True,True
12921,6924d5c8cba7937301c529a956d0bf4d870466c13c87f151dc2401134fe4694f,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
13030,50123d45c5ea6780e632f684c631d33449961af1b17518ac67426c588e7b1deb,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
13033,cb51c70cdcc15dd2985f507d15cd916583c2d936badb78ab0b8eadfe6bb0a86e,8|27,desire|neutral,2,5,0,2,2,0,True,True
13060,c057a61a27b134adab8ff9291a5ef7f56c45bd2240937fc253b5073b3ccc29b0,0|27,admiration|neutral,2,5,0,2,2,0,True,True
13063,7fa56ac57beb83fc9af55e05bf6f86a031437b042e4413ad8167637b39efbe4d,22|27,realization|neutral,2,5,0,2,2,0,True,True
13094,9579cef593f8f0e067c94100441218e65860296e03ebb42c3d30aa96c29fcdb3,4|27,approval|neutral,2,5,0,2,2,0,True,True
13100,5bc3152b917dced04743bff2c0cec7b9f756cb49239600ba6d0ba3540ec362b2,17|27,joy|neutral,2,5,0,2,2,0,True,True
13140,b359613b430170d118b574d1d083bb1e41a6b74e603f415028f02213eef2ba23,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
13146,57e3b223f52f6ffd988f19a0112ef332e5ccedcc725397b6a5afafc13face936,25|27,sadness|neutral,2,5,0,2,3,0,True,True
13177,2f3f7d9263ca7b12c5cb94f3bd54cd9cdc12b0ed7f467861c9144bebf5c42719,13|27,excitement|neutral,2,5,0,2,2,0,True,True
13229,dbe673ff2b2afb85b1a8f5e13dcf14358d22ba29bb73f967ca9118be0cf2095b,4|27,approval|neutral,2,5,0,2,2,0,True,True
13379,cbe64e7efba2f849ca7608fc5df72c423685baae4b2ab0207bd73a240cf62515,4|27,approval|neutral,2,5,1,2,2,0,True,True
13420,996576ea832998398bc1e51404093b1be6919f9416f2ed6b0ddaf55145e640d6,12|14|27,embarrassment|fear|neutral,3,5,0,2,2,0,True,True
13501,78ea84362ac987249950effd043ed082319124389dd553d28f7737baafc6ab2e,22|27,realization|neutral,2,5,0,3,2,0,True,True
13523,d89d6830945c867f7e2dac9f7283e85f9fd9ab2b3cc0a4726ddf94640191723c,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
13613,646a8ad670734ef03379f8070112e171af0505334b2bbf95accb4a0aae4d4f83,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
13619,9eff88c9973576bb0e27abbfc0d9c21d02f040f96e70bf30d9c323fbdd311166,2|27,anger|neutral,2,5,0,2,2,0,True,True
13650,69aabc0257dfafa737f66d7b7c5b684c314a282c9e93b64dd9029a946c723dbe,2|27,anger|neutral,2,5,0,2,2,0,True,True
13693,ad7e1c83199133c092dc1b570de1640a6ddba2ada72964ce672c6405ae86d193,4|27,approval|neutral,2,5,0,2,2,0,True,True
13709,0467c29c43a03255afb44dc49519f2a075272e0f5c2ecc0505dde93f27b8a2f5,4|27,approval|neutral,2,5,0,2,2,0,True,True
13759,d3be298828b77d0579652af9849cb64169a69935d9e63a103f748bd44a67f3f4,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
13769,b983aa67b96aa23549603ee93d58aef69dac2d234a461825e6f016a0d5423893,6|27,confusion|neutral,2,5,0,2,2,0,True,True
13895,643842eda33d4084f1290f0f315cf2773a46b1bf228aad2c5d53f3a15bbdca90,22|27,realization|neutral,2,5,0,3,2,0,True,True
13917,14da7e678a2bb7ea8e38d36eff017ca20225dcbd4cccd776fab0a5ef1af24865,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
13934,b6d86539e62ba6cc26cab5c451f8fd8f4b6687c144a19f81796c12924daec6f7,17|27,joy|neutral,2,5,0,2,2,0,True,True
13960,95178ec91fd2e9e4bbea8cdea1b9e3b41070dab3775865675e64b07b3e687171,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
13991,55f6dda698193e4da78cdb7d9fd0e86e6b6c8181775d63810c43fb610220c3b6,6|7|27,confusion|curiosity|neutral,3,5,0,2,2,0,True,True
14024,5de36bb31ce29c201ff8c124dbaacbf22869214521ba066224dc531430ec876e,7|27,curiosity|neutral,2,5,0,3,2,0,True,True
14031,b91b11245ce0e70dfde38f298832da33a04155d65b07380d6348c61ecfc06059,0|27,admiration|neutral,2,5,1,2,2,0,True,True
14053,4431afda4f614a8030a39507d638102d932d00da0fdc17a148bad75107b88c3c,24|27,remorse|neutral,2,5,0,2,2,0,True,True
14087,68537cb257e9cce5f1468aa6e7f64515afc495ce93046f5a5705f5f6de9daee4,12|27,embarrassment|neutral,2,5,0,2,3,0,True,True
14099,0ac5fbda2e429cc936abb552681ac50535a3a31123563f478cf82163539fdb66,20|27,optimism|neutral,2,5,0,2,2,0,True,True
14129,ec806870ec72e2c2ec615f747309bb2f56f08a89319e3123d90271400ddf103b,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
14146,fc67e67b773ab2bc344c90a8668a042d3296d849295f6ab7c73153ff7390e596,5|27,caring|neutral,2,5,0,2,2,0,True,True
14161,b402d28c3b5f6088bfcd1df3d8e2b7f48fab6381dc359813495a66836155407b,25|27,sadness|neutral,2,5,0,2,2,0,True,True
14171,beddc18880fc5725ec4b5f8269f88d2490eb40e7f44855608ec6460291fde89c,4|27,approval|neutral,2,5,0,2,2,0,True,True
14193,8fbca4ccb625ebb0d9f7e18903f3107830f7f51b99b65438d78ada02f9e00ea1,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
14239,43c99efd98260238f585befcae3ebc75866ba8f82a66a7a6b8e22071f82b6db9,6|27,confusion|neutral,2,5,0,2,2,0,True,True
14261,0d3f49bbfb075a8eb8f5726155bd90a01744ed1a0aa5d15da25d864a05728d4e,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
14278,ef5c316e6ac93e9dcd39c0aaa39d01e6e688a41a12968d3247b95acd1081fdbf,4|27,approval|neutral,2,5,0,3,2,0,True,True
14283,df382bbf7b17aa746140e80d2a77b1660947cf33d4bd52a8bff6a8e531bd4d24,8|27,desire|neutral,2,5,0,2,2,0,True,True
14350,b71319d553700e6fbbb2f7bae6a1db1e83535e576d3bbcf50c7372d7e3b8cc91,25|27,sadness|neutral,2,5,0,2,2,0,True,True
14357,70cc4d5fbbefb62051bf1ded2661816a821bf210545a5ca0156cb4f56c24a04c,0|27,admiration|neutral,2,5,0,2,2,0,True,True
14371,d447dc68164604208171ba89aae6d72d02ab0817c5465bb618b8ccd07a2fa045,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
14379,a17ee8d291eb874278f5efa2336279022879e7b77f3a047545a43cfb1b48b1d7,5|27,caring|neutral,2,5,0,2,2,0,True,True
14389,04b2fc2a9700be6d2e38513c3091b959c988e5a4d7b9c5f49fdb3382dd81d8cb,26|27,surprise|neutral,2,5,0,2,2,0,True,True
14391,89f5ada5da1c2a7c990e557ce54c9ea83b2e77297693f8ba0dc1c15ab975c2e0,0|27,admiration|neutral,2,5,0,2,2,0,True,True
14471,a795d05e9971f22d87c2b7f503ed644a6639c9a4df9acdd789dd7d80cdef7beb,6|27,confusion|neutral,2,5,0,2,2,0,True,True
14486,cd527a42edd09c23925befc6772a53eae299cf318b78daa88ef8d47a8fd7aadd,20|27,optimism|neutral,2,5,0,2,2,0,True,True
14631,765a9d2d8ee342a5516b4154e195c5a8ffc681c98c10bf7827574273d2377798,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
14707,895d4c4918bf7db14862f70ca5ec2da7846ba9b7ad2f7858e5d5376ad98652ee,18|27,love|neutral,2,5,0,2,3,0,True,True
14731,b5f14759ca21cee4b80c2268fcaa72c78005d8e7594460b19f6651ca2f6b7a3a,5|25|27,caring|sadness|neutral,3,5,0,2,2,0,True,True
14847,9b6a5864d1497d7645f273204ccf7fe06ce8adbd519c0aae3b6063bd5a335027,2|27,anger|neutral,2,5,0,3,2,0,True,True
14870,cf4c62931133938e28ac9d7613dab8cebb03e7ce518ddbd7c57cf03e0972a997,3|27,annoyance|neutral,2,5,1,2,2,0,True,True
14895,5b01d173f535bca2e1da01a82c8c15347dd891ee1543e3194b61ecb17183dca8,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
14908,d20b333408024bf04cbf683d3a33196d60217bc3ab4d1d35b528a328bd522e29,8|27,desire|neutral,2,5,0,3,2,0,True,True
14929,ea6897e04b1f4c0dd7d451e3af5cf78d3d80f71d637386340ccdf2fcb0268f2a,7|27,curiosity|neutral,2,5,0,3,2,0,True,True
14937,95851ea2c83a22c5972032b99dbda1e0a380f54261c7d3abf9b24f2e70eea3d9,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
14983,aa0d487944db88db4bac5acd7b318d935220c4cbb86cdc292c59344e98906f8c,13|27,excitement|neutral,2,5,0,2,2,0,True,True
15025,5c7a3007423ff19c87a13bee30c0bee3b3fc926efb7e2f765694220feeb7244a,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
15050,6ec70b8e137b5e87198bc0f882d0fee41c72e7f1e7ebcf79973deb267e379fa4,6|27,confusion|neutral,2,5,0,3,2,0,True,True
15120,6efa2e47aa4e4f8e71664cd602c1ee669a6ab38932b8285ffc3e92a001a6fba7,20|27,optimism|neutral,2,5,0,2,2,0,True,True
15121,dfe78e174f531c955813f99d9eb57d9945059d564e828763db93a2e3bc6df6a9,17|27,joy|neutral,2,5,0,2,2,0,True,True
15169,31d7691d675df42c970f64c31c9eb087f53647154c9f46cd514ff9d171362a51,6|27,confusion|neutral,2,5,0,2,2,0,True,True
15228,5443dc96923c8a048a52363360a59d4b6b3d050865e6788dfe2443c6e06613d6,8|27,desire|neutral,2,5,0,2,2,0,True,True
15297,7809076d7a2b260430337a3fe509ca1a150de1bb1afebcc6f07e1cb1cfdf1d93,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
15351,a9405f214adffafb03fcf2bff0068deaee87bf67d64bc1e1542e6fbf82de9533,25|27,sadness|neutral,2,5,0,3,2,0,True,True
15403,ccbc6c859c1066d402d52b1c1d5b8201ce11597431f1a7f2bffc7943d51a9a33,5|18|27,caring|love|neutral,3,5,0,2,2,0,True,True
15416,7a68209089b59d68d5780638cb40b3d3188e8b8c96717d711e98829224385344,2|27,anger|neutral,2,5,0,2,2,0,True,True
15459,836a50fa57436bbcffa84250d47497cdfb581e3fb3b72500f040b0a826badd21,4|27,approval|neutral,2,5,0,2,2,0,True,True
15482,cbc07720be28b44fc9468918251cf1aa5a63a7847a0900ab71feaa3a305d8df0,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
15518,7979b665a7388149a5d8d04e8aa2ae195a72f1470207c7220172ef7e551171d9,22|27,realization|neutral,2,5,0,2,2,0,True,True
15543,c7b936cb150a64f9d49297d4f35a72096de10d2c9a59de5441a68c276a2abea1,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
15580,4c4efd656bd51240f0ffc76b5576459aa01ec067da8d7cb8e3f8d776af80fc4d,4|18|27,approval|love|neutral,3,5,0,2,2,0,True,True
15606,9bc05102741258c50029f3e802f162949a5be0280f7e848ec7611699a9deb77c,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
15619,3ff905e5632294ad3ad425d831e0b99233cf3d7b1057f857dee829bd85e3d5eb,4|27,approval|neutral,2,5,0,3,2,0,True,True
15688,d029fb43dda5693bd509c3f0032e89ef5a5d4f7bd348950595cd2b3fcbe0cc21,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
15715,24c7ac1ed28cb21bdec5780fe3f94950fe5ce4b4862cb69f6c58138040dc06aa,18|27,love|neutral,2,5,0,2,2,0,True,True
15726,e4a10857b2b8a3aeba1f16d99040d660e4a8d5739cdd64f54c368888d1dcceba,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
15754,5c43a5fed369c71bcff1f203167104977101e4c458c802cedd444987b4f96a84,4|27,approval|neutral,2,5,0,2,2,0,True,True
15804,ed954ad2e2086e062a975dc71b8a1c81c70683ee840cec3a8ee01cf11218fed0,22|27,realization|neutral,2,5,0,2,2,0,True,True
15817,0ecffaef1db85452ce7026b0ec99ab352816078840b5a7b4cc35f16492563729,8|27,desire|neutral,2,5,0,2,2,0,True,True
15832,831a3f7be3b1cb2ef9d56fc906c7531cda95615ddaaf6c9054afb84f178780ed,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
15840,b54a424c86ea4d6e68d42dd6a6fa9d4a973f1b9159669cd7c76bfd945ea148ea,1|10|27,amusement|disapproval|neutral,3,5,0,2,2,0,True,True
15889,ed001cbe8f1622e2f1dcf6491b6336942643c7001338072755ef7214e7fdac6d,14|27,fear|neutral,2,5,0,2,2,0,True,True
15903,245db387eab8c3b145d12883f239bd9a9452301db616a5d311491645330cb4c2,25|27,sadness|neutral,2,5,0,2,2,0,True,True
15931,14b4b3e991b2767649834ea746febd2b334a536f6fc9bef1f68647809715636c,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
15962,f49cc2d6dca1d9f38d9b5cd7c414772beace0f2036b507ef2d848bf2049d2c67,8|27,desire|neutral,2,5,0,2,2,0,True,True
15968,982aa66c682ffa054e9da6eb36c90b27f290e27995b6fd6d981c9068132d3532,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
15972,3c797a0567b2e817b7530cc24ff9b4479fb3eb1793a754577bd049a6ed435afb,0|27,admiration|neutral,2,5,0,2,2,0,True,True
16018,16aa1eacb422224950eb4ee8a8fd66afbc4d474bd4d5d24a82e51a8e431d534a,0|27,admiration|neutral,2,5,0,2,2,0,True,True
16061,b5088d8cf8b7362bfd15ec664591ddcb8d30869a0fe4d12e02e56236255707ed,6|27,confusion|neutral,2,4,0,2,2,0,True,True
16062,7175cea0cdc18597bd0236313181d10ef01f02b22de1540cbd3b43221ea4cc1a,11|27,disgust|neutral,2,5,0,2,2,0,True,True
16082,5f3a3a3738a29503f825bc23df5374f6a03e9ff580d45f1bb22a7b1e1da2a316,19|27,nervousness|neutral,2,5,0,2,2,0,True,True
16232,af458545c394fc6c497453ea0c8dc3e4f11cb1611ef91f1242577f4b764244d5,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
16255,dfdb0470667807c5f0000f12486beafb11dd7446c66bdecd254c302d3991695e,4|17|27,approval|joy|neutral,3,5,0,2,2,0,True,True
16268,c75f19e375089008f6e2e1fb76f219a73d38d000f84754f62155e8cc8d64fb92,2|27,anger|neutral,2,5,0,2,3,0,True,True
16270,e993910a1084f73bf923debbfc79bf83ae2b7faea602d249862d9baf2bc09e60,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
16280,50526337fc5cbbfaca6b1be659b64f5b9a02904d1ea41294424b3782dd159d5d,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
16282,492a69a8f48a8fa068da7497674225f3fdefb267bc35c006efde9f9035b52532,22|27,realization|neutral,2,5,0,2,2,0,True,True
16359,c4e1da84c7f98d45c01bfb00f83d1d91d018d02605ebea070f53ce37d76ff355,13|27,excitement|neutral,2,5,0,2,2,0,True,True
16363,83a3d1b6a0843691b890ed7e94716227d8505165d9cae247d0201a68e10c5c6a,18|27,love|neutral,2,5,0,2,2,0,True,True
16389,8cd15ff58b8b1fc968ea46a1ebbcf70a41c22362878a0b7bf00719527d1f1a58,4|27,approval|neutral,2,5,0,2,2,0,True,True
16445,019f9040124d909839d39cb63f8d9f4418827dda91c5af9594738b459e5c7de5,4|27,approval|neutral,2,5,0,2,2,0,True,True
16517,31267674869cea9bd068cb59a012ffe609dfb107b29f7373c4f5b054b97495be,2|27,anger|neutral,2,5,0,2,2,0,True,True
16595,0316e99ecea1f49f4a43148564e758e84015b84f4e6ec1ba68221eb3174fc34a,22|27,realization|neutral,2,5,0,2,2,0,True,True
16632,cba406c722f2a206fb36f9d444a6a19686a16c81e145fcff0fc1c218b4a31cb8,2|27,anger|neutral,2,5,0,2,2,0,True,True
16640,04e27f29ac3bf8aa5261e5ef7d754e366ae3c53e6905d1117e8c5fb407a141a7,4|27,approval|neutral,2,5,0,2,3,0,True,True
16647,bd56fc1826d9480ff96a453f5bab4fa76e66736323c298ee4a84f9dd223eb66f,4|8|27,approval|desire|neutral,3,5,0,2,2,0,True,True
16688,0f810077f70ff7c11c5d8c0092fe1f2579e04c99bee5d0716a9155b65446b1d6,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
16702,4bb2823bf1bdc0697e6b1a3966c47e12985848d87f28adc95ab45d802ff84266,14|27,fear|neutral,2,5,0,2,2,0,True,True
16715,62e0a0587a29f55913ad1ee7158a61771d7a699103f860d271e197a9695b1dc0,3|27,annoyance|neutral,2,5,0,2,2,0,True,True
16742,c044d1091964af9799c09c154296e36968dbd173f0972edad3554253d1e270b7,5|27,caring|neutral,2,5,0,2,2,0,True,True
16753,b5be9dfd31f90d8b5bf5b63c7f4c24d0a2bfc0cb7208ea9f08406485c793dd64,1|27,amusement|neutral,2,5,0,2,2,0,True,True
16763,9384652f962ad9d85bbcf40917f1d831d0bfdcd04e92ab8f51ef8debe0882cf4,4|27,approval|neutral,2,5,0,2,2,0,True,True
16764,26575abc4746c25baf2df9c65fb77770fa660c57c6cebb691059698aa528c4e4,4|27,approval|neutral,2,5,0,2,2,0,True,True
16765,30757d81959bb15fee93c500c1bf3ce0550ea6b71645ffdc7f0618152765b4cd,17|27,joy|neutral,2,5,0,2,2,0,True,True
16779,bffec4bb69e3071d379327fc5ce615aace3cf63fbce678e8820e1300a17cba68,5|27,caring|neutral,2,5,0,2,2,0,True,True
16796,714cd5385f57e55ea432386b362773c92f8d71309d85d38af960f3964b1cb41c,17|27,joy|neutral,2,5,0,2,2,0,True,True
16797,0742a79acd60248e6750d850538528d17d1ec2ed5b7112fb29a4f302050a4017,4|27,approval|neutral,2,5,0,2,2,0,True,True
16844,76a84d72257bf42270c0e3587a2532e783d1ce280c3c4e5de40b2ae13f7f24bd,4|27,approval|neutral,2,5,0,2,2,0,True,True
16925,7b1f16ba435febefbbb8de68955e6396a2ed5b9d9508369a03d7190aa210b6d3,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
16937,05716161ca863999ab1f9cd3b2c8a3815b6c2248e9ead7f439d3fd715677d7e4,0|27,admiration|neutral,2,5,0,3,2,0,True,True
16943,438df745bf1c5f26762ec211f9f02e04a65f8e997181368df66260dd89c2df65,1|27,amusement|neutral,2,5,0,2,3,0,True,True
16967,2bd01708df088505ccacc83a5111b151646c0d6bfc5e712f2fe120d9417c394f,5|27,caring|neutral,2,5,0,2,2,0,True,True
16973,38faa063b687501ff3c02e5d1d02dbd65a1e2e3947503c0d21b9b4ddbfa92e36,6|27,confusion|neutral,2,5,0,2,3,0,True,True
16998,71d7976e2ca7836d16cf3ca219539f16084a5a72db4266acbb856f4318ae8628,4|27,approval|neutral,2,5,0,2,2,0,True,True
17017,776620622c175b69bcd29e9a1598b3ebb022dbbb8b43165b995bf3e65be3e7fc,25|27,sadness|neutral,2,5,0,2,2,0,True,True
17033,e3726d3b110c928e111b5f4619f7900e80f13dd524f9d9b1a7a8aefc304946f6,5|27,caring|neutral,2,5,0,2,2,0,True,True
17068,5653586e29ec1209cd42924ec5402ae0f82fdb77fd83f9807b22c5de224aa5bb,6|27,confusion|neutral,2,5,0,3,2,0,True,True
17074,4c219442050df776bd2d77255e0b1b5f64190872bc063eb8a657261f8c7c7d21,26|27,surprise|neutral,2,5,0,2,2,0,True,True
17083,365a6799804dcf07ca57ccaf7868253d5bde763852db4cebedc7ddf30d15e603,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
17112,50f0a57858ce9ac739a445ee55ef2bc91c4e9b3bfe6c744335b125d15129f2f8,10|27,disapproval|neutral,2,5,0,2,2,0,True,True
17143,21befcee05c2fc9e8742aff874345560ab8108f177ae85d7c0e0e247b3dff6bb,26|27,surprise|neutral,2,5,0,2,2,0,True,True
17167,91f4c620b82199ac46ff7697dedd72d42211b22938b3bcac51224f4eb7b7f89a,3|27,annoyance|neutral,2,5,0,3,2,0,True,True
17170,4e2912dee4200e9d34248e6c81f019ecd0912cc4e3513e1663e87a1094b81167,25|27,sadness|neutral,2,5,0,2,2,0,True,True
17212,f5fe23e45ca78b64d7ba783b4344fc53740e1f54c5afc6b50344a28764c2515a,9|27,disappointment|neutral,2,5,0,2,2,0,True,True
17218,3b2dffe088b33e27fd4aba9898cf846a2bbed6a78af80488bb56304fbfe635d9,22|27,realization|neutral,2,4,0,2,2,0,True,True
17228,d939f65c3b6a60d73e30320c2d55bb48a4bbd504acb3e6cd1b93974259aa3793,4|27,approval|neutral,2,5,0,3,2,0,True,True
17229,c0fa165ab2b222a44af1991161b81e40686b5d287be77841fc90d08609198a8b,2|27,anger|neutral,2,5,0,2,2,0,True,True
17232,5695624ac6259227f0c46caed5c0cdb9587712ae295ee239ddb847e2c5633c5b,4|27,approval|neutral,2,5,0,2,2,0,True,True
17255,a360e3debb48e818c324d6e4baef207ff7ecc34e67ead8cb88cccaee8c0148f7,13|27,excitement|neutral,2,5,0,2,2,0,True,True
17272,29666af232bcd9d79d51f68abc9d68e7947bae16f3b8869780d2ef9a6cb49552,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
17293,f09ae6251e8b61e28f6e5c72f8b1c3fcaeac3bd2377348ec1c811c6b4e5d5d81,25|27,sadness|neutral,2,5,0,2,2,0,True,True
17327,82c1cabc5561a6bef3180b95674d2d0f94091379f008b6e07fabbacbc8d9d256,8|20|27,desire|optimism|neutral,3,5,0,2,2,0,True,True
17458,aa29e1036554264fc810a274233fcbd09880e8104a8116d114b93694a3207ec6,18|27,love|neutral,2,5,0,2,2,0,True,True
17522,b91d0d0c011cc37df29cd41acc6d5298cfb97816395a207e46f5d4496bf2290f,7|27,curiosity|neutral,2,5,0,2,2,0,True,True
17550,9ec79da7453234857fc62a224da5ca5b8137025e8e220c749a8a4ab068a7ca0b,7|27,curiosity|neutral,2,5,0,2,3,0,True,True
